"ensembl" "symbol" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"41" "ENSG00000162745.10" "OLFML2B" 65.4413792555405 -1.46162189092365 0.326050820342695 -4.48280390580652 7.36686194328438e-06 0.00206954916738414
"42" "ENSG00000204264.10" "PSMB8" 599.099336867687 1.4938474700706 0.334858060824959 4.46113635846288 8.15261927709052e-06 0.00223575878175068
"43" "ENSG00000166278.15" "C2" 79.3595800207368 1.40214200585675 0.323488242437478 4.33444503358648 1.4612829326653e-05 0.00391419926010207
"44" "ENSG00000089041.17" "P2RX7" 572.777325499249 1.13076213311938 0.262227257960666 4.31214566293867 1.61677857998314e-05 0.00423228538278314
"45" "ENSG00000096968.13" "JAK2" 76.7591491469536 1.38872152752244 0.323498096502675 4.29282750821675 1.76412056172685e-05 0.00451536458443775
"46" "ENSG00000064012.21" "CASP8" 144.316631728512 0.815621566272679 0.190636174764104 4.27841970330102 1.88224865108112e-05 0.00461271063045793
"47" "ENSG00000115415.18" "STAT1" 840.150002688467 1.94079529455259 0.453326015026325 4.28123520429306 1.85858787799314e-05 0.00461271063045793
"48" "ENSG00000179583.19" "CIITA" 157.537889429628 1.72861135107002 0.404851839690382 4.26973816493462 1.95702575310225e-05 0.00469604638004827
"49" "ENSG00000204592.9" "HLA-E" 8115.67447055826 1.07644630913266 0.252868767715028 4.2569365875416 2.07247107310494e-05 0.00487157588163729
"50" "ENSG00000177409.12" "SAMD9L" 279.332178131885 1.55782620487171 0.375246869441652 4.15147022329507 3.30346250317672e-05 0.00760985622231789
"51" "ENSG00000239713.9" "APOBEC3G" 123.750372361285 1.32455222969829 0.325569322410309 4.0684184243532 4.73333264711604e-05 0.0106899069469574
"52" "ENSG00000140968.11" "IRF8" 537.969254706518 1.25122229868627 0.308209045782629 4.0596546915392 4.91453404866279e-05 0.0108856929177881
"53" "ENSG00000128604.20" "IRF5" 532.404176677128 1.11771398152657 0.27640700435215 4.043725245481 5.26085662648643e-05 0.0114329333252586
"54" "ENSG00000101017.13" "CD40" 664.215669566295 1.03204591749277 0.25626722449736 4.02722556314805 5.64388832361318e-05 0.0116362265119082
"55" "ENSG00000133561.15" "GIMAP6" 39.8481320586598 1.29320921947873 0.320987763717491 4.02884273375888 5.6052098075049e-05 0.0116362265119082
"56" "ENSG00000135899.17" "SP110" 200.300916891769 1.07866985759215 0.267882048669324 4.02665972934853 5.65748120044156e-05 0.0116362265119082
"57" "ENSG00000133106.14" "EPSTI1" 206.190260166775 1.55584587567738 0.388164169866284 4.00821610148444 6.11791262114713e-05 0.0123624767667321
"58" "ENSG00000114127.10" "XRN1" 141.592393355601 0.740385196856 0.184947384915175 4.00322068460482 6.24859642599061e-05 0.0124088506266482
"59" "ENSG00000168334.9" "XIRP1" 566.252670432128 2.17042547142891 0.544556637922721 3.98567443729686 6.72887216325072e-05 0.0131361270468342
"60" "ENSG00000113583.8" "C5orf15" 265.715011505909 0.691857535011635 0.174204110827263 3.97153391918326 7.14113304417888e-05 0.0137085950671421
"61" "ENSG00000204267.14" "TAP2" 61.4918480290679 1.43765156861596 0.364022332984985 3.94934991165847 7.83637281186568e-05 0.0147966134503392
"62" "ENSG00000132109.10" "TRIM21" 240.755831912084 0.959897050266625 0.246368217520875 3.89618863961335 9.77182899606873e-05 0.0181535365123741
"63" "ENSG00000104312.8" "RIPK2" 851.691085825025 0.875696565350833 0.225597461079267 3.88167739637435 0.000103738436371618 0.0189660207956873
"64" "ENSG00000164308.16" "ERAP2" 120.903689221818 1.00313226327886 0.259477973729151 3.86596306754711 0.000110651683197808 0.0199138451105054
"65" "ENSG00000104320.13" "NBN" 367.237480673238 0.956173676066436 0.249826220983287 3.82735516033124 0.000129527555864462 0.0228926286249709
"66" "ENSG00000141574.7" "SECTM1" 133.10789195494 2.5141880693206 0.657435462920448 3.82423555028827 0.00013117845886856 0.0228926286249709
"67" "ENSG00000173821.19" "AC124319.1" 487.715741340327 1.04127279484314 0.274573124668737 3.79233326677328 0.000149238448417144 0.025655648490577
"68" "ENSG00000226025.9" "AC005515.1" 68.8416714898024 2.77073396971805 0.738350489922189 3.75259989332444 0.000175010058722284 0.0296436155347539
"69" "ENSG00000156587.16" "UBE2L6" 841.762385527856 1.74733555585305 0.466896540873676 3.74244699389584 0.000182236981249411 0.0304203702903002
"70" "ENSG00000152229.18" "PSTPIP2" 320.384885133056 1.1095455875826 0.297449803008005 3.7301943936831 0.000191332092158737 0.031482329106919
"71" "ENSG00000188820.13" "CALHM6" 469.37555343157 2.30221668010642 0.618980629651488 3.71936789266357 0.000199721974062351 0.0323999675669036
"72" "ENSG00000121858.11" "TNFSF10" 125.147637756571 2.01478850910268 0.546686796420898 3.68545302775426 0.000228296186611731 0.0365210482971378
"73" "ENSG00000108700.5" "CCL8" 10853.5483494518 2.82742775472231 0.771239214944925 3.66608401120295 0.000246293042797718 0.0388603187252619
"74" "ENSG00000187672.13" "ERC2" 58.6439883681284 0.798851086523861 0.218665162942339 3.6533075309052 0.000258883858738708 0.0402949227696276
"75" "ENSG00000122122.10" "SASH3" 211.153503906819 -0.949394635607395 0.261959708195945 -3.62420099696114 0.000289856130419611 0.044514172135641
"76" "ENSG00000090339.9" "ICAM1" 4208.99305721195 1.11507589161975 0.310469855327325 3.59157538964336 0.000328685063848504 0.0498130863869352
"77" "ENSG00000205220.12" "PSMB10" 479.117572691938 1.01704258294998 0.284204563240909 3.5785582446397 0.000345494878152163 0.0516806494358001
"78" "ENSG00000116001.16" "TIA1" 114.031395160737 0.61573243419382 0.172811835014582 3.56302237136632 0.000366609423114057 0.0541359914798424
"79" "ENSG00000182541.18" "LIMK2" 602.576653220073 1.14883512255475 0.323402344203284 3.55234012104938 0.000381820972093316 0.0556685310958331
"80" "ENSG00000146859.6" "TMEM140" 163.991182525051 1.10817435627012 0.315169523770633 3.51612155582847 0.000437900447788162 0.0630467169703006
"81" "ENSG00000185215.9" "TNFAIP2" 325.2960919745 1.06764235561826 0.305588240451977 3.49372853496971 0.000476325099985134 0.067732253106528
"82" "ENSG00000010539.11" "ZNF200" 101.697931511054 0.671420042851049 0.192819669085429 3.48211386336097 0.000497472112268728 0.0693507035590182
"83" "ENSG00000105967.16" "TFEC" 148.201667292049 0.788751733377371 0.226594785394595 3.4808909304944 0.00049974894907089 0.0693507035590182
"84" "ENSG00000100911.16" "PSME2" 1798.57201524724 1.27705961121087 0.369525704419077 3.45594256621066 0.000548372151969592 0.0751922672188781
"85" "ENSG00000134470.21" "IL15RA" 250.963066320266 1.59482486906502 0.463561893137552 3.44037094652168 0.00058091740240356 0.078717725186873
"86" "ENSG00000285106.1" "AC016831.7" 160.40249793293 0.777131654983624 0.226174685392141 3.43597982080195 0.000590414946586328 0.0790744111021084
"87" "ENSG00000213928.8" "IRF9" 863.745490904318 0.698782578364271 0.203747688790873 3.42964665028178 0.000604367737819936 0.0800127310828739
"88" "ENSG00000129355.6" "CDKN2D" 38.4068263342923 -1.1783975275386 0.344877939583906 -3.41685388447962 0.000633492701284323 0.0812383038615901
"89" "ENSG00000159459.12" "UBR1" 104.668989291784 0.714896519986974 0.209260508333418 3.41629926105273 0.000634784454553144 0.0812383038615901
"90" "ENSG00000167703.14" "SLC43A2" 129.036992925675 -1.01451944329111 0.296861598258891 -3.41748292551588 0.000632030584315189 0.0812383038615901
"91" "ENSG00000136867.11" "SLC31A2" 434.006678335395 0.74875599863941 0.219458241754884 3.41183813673175 0.000645264164967723 0.0816720071659147
"92" "ENSG00000003400.14" "CASP10" 96.3405386282525 1.05419896542304 0.311165918839766 3.38789983605467 0.000704299795921206 0.0862992026534091
"93" "ENSG00000074410.14" "CA12" 51.1929700108475 -1.10147440062966 0.324868713225213 -3.39052163470748 0.000697597482078967 0.0862992026534091
"94" "ENSG00000138134.12" "STAMBPL1" 89.8799345179806 1.24522544027367 0.367059841877685 3.39243169152951 0.000692752025219528 0.0862992026534091
"95" "ENSG00000100336.17" "APOL4" 74.8672987549258 2.62391795358648 0.776209868168429 3.38042333805671 0.000723742617814717 0.0877480786525254
"96" "ENSG00000139597.18" "N4BP2L1" 131.212481790041 0.701133574604218 0.207918245831575 3.37215991699051 0.000745811302285954 0.0894818185388502
"97" "ENSG00000138496.16" "PARP9" 400.034010885326 0.843369096524631 0.251027475774859 3.35966847422324 0.000780360548287166 0.0926617813935215
"98" "ENSG00000123700.4" "KCNJ2" 113.822069106387 1.20114259781246 0.358355838451119 3.35181534366517 0.000802835482722058 0.0943577458162517
"99" "ENSG00000150540.14" "HNMT" 89.4094704867332 -0.884475649444406 0.265475498826104 -3.33166583490919 0.000863278480731462 0.0994324154106498
"100" "ENSG00000196329.11" "GIMAP5" 175.855245782086 1.05997390241273 0.318138813096039 3.33179687224377 0.000862872124859834 0.0994324154106498
"101" "ENSG00000096996.15" "IL12RB1" 32.9014727600854 1.09783600187703 0.330757505389761 3.31915673563733 0.000902897358561602 0.102966057187253
"102" "ENSG00000261884.2" "AC040162.1" 54.1182301296173 0.969223851258448 0.292721381452177 3.31107979352302 0.000929367037228533 0.104945583674493
"103" "ENSG00000150337.13" "FCGR1A" 376.576766260275 1.60014268451527 0.483990960502828 3.30614167432558 0.000945902479073946 0.105775774310424
"104" "ENSG00000134321.12" "RSAD2" 1226.15501383345 1.84432244297821 0.559298859746854 3.29756160027391 0.000975282789217494 0.107773810812429
"105" "ENSG00000163565.18" "IFI16" 555.247913398882 0.765942352971657 0.232421021787389 3.29549516253446 0.000982483949930986 0.107773810812429
"106" "ENSG00000132274.16" "TRIM22" 277.893340375947 1.18273085527631 0.360746391395229 3.27856600505956 0.00104335960873224 0.113371848805452
"107" "ENSG00000163840.10" "DTX3L" 320.616977106459 0.979985015977928 0.301124472928194 3.25441836875084 0.00113624809931934 0.122311267364114
"108" "ENSG00000198792.13" "TMEM184B" 95.6961127047525 -0.808159639174697 0.249069401010935 -3.24471667693623 0.00117567534761297 0.125383598646353
"109" "ENSG00000185813.10" "PCYT2" 38.2165970307624 -0.874989319975801 0.270171042965482 -3.2386495250255 0.00120097050915339 0.126906223159897
"110" "ENSG00000250493.2" "AP004147.1" 36.6616467493 -1.21358645754412 0.375785463897351 -3.22946620914434 0.00124021536470812 0.129861823370074
"111" "ENSG00000104626.14" "ERI1" 89.4119832389434 0.721715719131554 0.224743128925543 3.21129158689723 0.0013213978080789 0.137115855436511
"112" "ENSG00000204634.12" "TBC1D8" 84.734788474921 -1.10954637444888 0.346109208925275 -3.20576958323127 0.00134701803760041 0.138526372831085
"113" "ENSG00000143390.17" "RFX5" 103.176399451705 0.759340262002324 0.237091072617154 3.20273662614231 0.00136128414453266 0.138754608643604
"114" "ENSG00000106560.11" "GIMAP2" 41.4751477752281 1.19426711099432 0.373622368167324 3.19645506464826 0.00139127495213732 0.140567586830857
"115" "ENSG00000251136.8" "AF117829.1" 68.1146382332795 0.730925331371048 0.22885401988794 3.19384965022223 0.00140389212723349 0.140608952360655
"116" "ENSG00000163516.13" "ANKZF1" 49.3177294577656 -0.812948131511284 0.255074246610913 -3.18710392096676 0.00143705131621588 0.142689285001504
"117" "ENSG00000196954.14" "CASP4" 654.897978485157 0.86549600678828 0.271946933469636 3.18259152896429 0.00145963373239511 0.143692831878008
"118" "ENSG00000133104.14" "SPART" 368.166260569259 0.619004270227206 0.194992914464581 3.17449622170575 0.00150096844898623 0.146480570968652
"119" "ENSG00000225342.2" "AC079630.1" 33.9400479234719 1.23587032770401 0.389605835810514 3.17210425026868 0.00151338669432797 0.146480570968652
"120" "ENSG00000125826.20" "RBCK1" 189.508849973213 0.731922886325354 0.23103113723114 3.16807030903842 0.00153454404199585 0.147290652297568
"121" "ENSG00000235750.10" "KIAA0040" 100.805878586997 0.826641998656521 0.261509231969243 3.16104327343115 0.00157205141661038 0.149643704268746
"122" "ENSG00000102794.9" "ACOD1" 103.433513232008 1.67982951645465 0.53223039357692 3.15620741830459 0.00159835153946927 0.150217311753814
"123" "ENSG00000151883.18" "PARP8" 75.9478700912054 0.791290459186598 0.25079336805312 3.1551490588818 0.00160416125592283 0.150217311753814
"124" "ENSG00000123609.10" "NMI" 252.056957525359 0.863949850863143 0.274540035768558 3.14689931632219 0.00165011772049615 0.15237102550992
"125" "ENSG00000155313.15" "USP25" 45.720601434605 0.971820773098613 0.308879344301203 3.14627957818682 0.00165361852654453 0.15237102550992
"126" "ENSG00000162374.17" "ELAVL4" 61.069220352973 0.998941896671067 0.319654405963787 3.1250684427739 0.00177763693900953 0.158884915951216
"127" "ENSG00000181381.13" "DDX60L" 319.024906788001 0.757722922346927 0.242265587295825 3.12765395533328 0.00176207508027998 0.158884915951216
"128" "ENSG00000198019.12" "FCGR1B" 86.0411645826846 1.7487839644539 0.559125039011093 3.12771534529542 0.00176170710909602 0.158884915951216
"129" "ENSG00000213047.13" "DENND1B" 89.3787255750583 0.897655358215509 0.28727158197674 3.12476212244409 0.00177948898747238 0.158884915951216
"130" "ENSG00000164124.10" "TMEM144" 128.964831727597 0.821385900528791 0.263122093613218 3.12169111019694 0.00179815496246756 0.159316529674626
"131" "ENSG00000019995.6" "ZRANB1" 35.7801150306143 0.744547304321301 0.239482469819448 3.10898457362092 0.00187731519880533 0.163400833283058
"132" "ENSG00000117525.14" "F3" 60.1776959572247 1.08695227645044 0.349784274962641 3.10749325871362 0.00188681288649477 0.163400833283058
"133" "ENSG00000171488.15" "LRRC8C" 239.199932675731 0.68380303203844 0.219929479551611 3.10919224395278 0.00187599610475499 0.163400833283058
"134" "ENSG00000162894.12" "FCMR" 137.167615898138 -0.995523021319727 0.321240497101324 -3.09899601794516 0.00194177629930158 0.166905816532504
"135" "ENSG00000103381.12" "CPPED1" 189.035707742093 -0.762962104718856 0.24695563581104 -3.08947030997359 0.0020051374654892 0.170202533193969
"136" "ENSG00000123992.19" "DNPEP" 175.147180080677 0.722304446664852 0.233846495252228 3.08879740055873 0.00200968436485325 0.170202533193969
"137" "ENSG00000102524.11" "TNFSF13B" 199.840355792154 1.44479292751997 0.469355424542858 3.07824913055423 0.00208220762727409 0.175057426649219
"138" "ENSG00000186509.4" "OR9Q1" 47.1459139980321 -1.27343755445758 0.415217455347499 -3.06691719737994 0.00216278759855205 0.180514402609583
"139" "ENSG00000133313.15" "CNDP2" 866.788944482574 0.654525617237894 0.21359869643404 3.06427720845204 0.00218196625434032 0.180691794930525
"140" "ENSG00000185885.16" "IFITM1" 200.775461464478 1.69203594153844 0.552534088662099 3.06231954961462 0.0021962885301505 0.180691794930525
"141" "ENSG00000115419.12" "GLS" 154.861972034517 0.713461759877921 0.233925147674173 3.04995750551659 0.00228873747077354 0.186962256655104
"142" "ENSG00000118507.17" "AKAP7" 37.1122279429199 0.890108837930889 0.2926973400636 3.04105543882797 0.00235750418864553 0.191223473555065
"143" "ENSG00000136436.14" "CALCOCO2" 256.337745932475 0.546374926576555 0.180560118058073 3.0260000516882 0.00247812260462459 0.199601511608853
"144" "ENSG00000227038.3" "GTF2IP7" 37.2377243346826 -0.883243758787456 0.292433894682544 -3.0203193776367 0.00252508266386821 0.201971542516903
"145" "ENSG00000110583.13" "NAA40" 47.3882588973565 -0.851366136058775 0.282443995599782 -3.01428300591366 0.00257587401631503 0.204613220137355
"146" "ENSG00000185947.15" "ZNF267" 732.112130717606 0.712870984698263 0.237425973099406 3.00249789604862 0.00267773824340239 0.211247870462389
"147" "ENSG00000131724.11" "IL13RA1" 266.77828969732 -0.814991731114526 0.272128156240155 -2.99488205254031 0.00274550984213667 0.215120968447144
"148" "ENSG00000023892.11" "DEF6" 100.656034620939 -0.856113798481946 0.286746074864307 -2.98561645137452 0.00283007360019851 0.220248565723557
"149" "ENSG00000163661.4" "PTX3" 55.0140760588621 -1.72303273696986 0.580680067437175 -2.96726688858883 0.00300460024505351 0.230713237483509
"150" "ENSG00000175274.18" "TP53I11" 119.061287367357 -0.894342214302349 0.301386065130563 -2.96743054100697 0.00300300125176647 0.230713237483509
"151" "ENSG00000104518.11" "GSDMD" 143.764690493984 1.03622075355017 0.349929913401536 2.96122370184779 0.00306419289056452 0.23373095174518
"152" "ENSG00000124795.16" "DEK" 430.000644253285 0.513927459011722 0.174040147924733 2.95292474259434 0.00314778693576075 0.235429934585015
"153" "ENSG00000144369.13" "FAM171B" 49.3258972951446 1.05147816028102 0.356076340005259 2.95295711101021 0.00314745689472527 0.235429934585015
"154" "ENSG00000167543.16" "TP53I13" 96.207537020062 -0.856537469041219 0.289835187320095 -2.95525700989251 0.00312408681582368 0.235429934585015
"155" "ENSG00000070501.12" "POLB" 58.4428784714714 0.998079688356487 0.338242773218034 2.95077904802157 0.00316973576740879 0.235542042380738
"156" "ENSG00000065911.12" "MTHFD2" 656.707359925542 0.569837225238931 0.194233449576332 2.93377493156755 0.00334866934956934 0.247243420309869
"157" "ENSG00000140464.19" "PML" 116.777659964222 0.802392363369248 0.273790543855539 2.93067960664346 0.00338221413635239 0.248129569570107
"158" "ENSG00000122547.11" "EEPD1" 43.3479171041496 -0.955325034476518 0.326413811285277 -2.92672981794141 0.00342546318732346 0.248141415041457
"159" "ENSG00000164430.16" "CGAS" 99.7164761170219 0.704473523839453 0.240679052585436 2.92702466738097 0.00342221736630115 0.248141415041457
"160" "ENSG00000000457.14" "SCYL3" 89.1186120622627 0.641511139790662 0.21940593516709 2.92385499645721 0.00345725755874593 0.248879328510222
"161" "ENSG00000175482.9" "POLD4" 133.25479431903 -0.800361697837608 0.27423964911839 -2.91847550276032 0.00351747512231292 0.251641481110561
"162" "ENSG00000053371.12" "AKR7A2" 60.4695206874539 -1.2775152517145 0.438783729442662 -2.91149184892792 0.00359707292577493 0.255747444191825
"163" "ENSG00000168421.13" "RHOH" 227.736191303036 0.650450630896863 0.224308737738056 2.89980068300527 0.00373400016841614 0.262245206950104
"164" "ENSG00000170291.14" "ELP5" 153.61369464482 -0.597661950582817 0.206010349908974 -2.90112584560385 0.00371824519539598 0.262245206950104
"165" "ENSG00000115956.10" "PLEK" 3979.71983173458 0.814479486253368 0.281139551364085 2.89706475770316 0.00376671994929643 0.262684904800554
"166" "ENSG00000132530.17" "XAF1" 165.200663753449 1.20909759444072 0.417582038839895 2.89547318126943 0.00378587377990033 0.262684904800554
"167" "ENSG00000070190.13" "DAPP1" 171.783595615894 0.749840752881185 0.26055500852699 2.87785967777131 0.00400383191973174 0.27357682462379
"168" "ENSG00000166881.10" "NEMP1" 268.734844508268 0.811111941606346 0.281924768297036 2.87705101792176 0.00401410690757254 0.27357682462379
"169" "ENSG00000270149.5" "AL591806.3" 75.7785866111173 -1.00802450072276 0.349986821481611 -2.88017844916405 0.00397450142799122 0.27357682462379
"170" "ENSG00000142871.17" "CCN1" 55.29497737895 -2.28346740442942 0.795035213967852 -2.87215882304523 0.00407678020621252 0.276213849500917
"171" "ENSG00000092140.16" "G2E3" 91.236843554002 0.499047414467661 0.175251986473707 2.8475991885121 0.00440503646999637 0.296204152906387
"172" "ENSG00000131711.15" "MAP1B" 135.822147965084 0.655929560312664 0.230673713155263 2.84353839603374 0.00446156333846603 0.296204152906387
"173" "ENSG00000131979.19" "GCH1" 316.162753270095 0.931273126297535 0.327519820665857 2.8434099786823 0.00446336160190497 0.296204152906387
"174" "ENSG00000165806.19" "CASP7" 100.300666395737 0.758967033546877 0.267074589091792 2.84177928019211 0.00448625391180177 0.296204152906387
"175" "ENSG00000234883.5" "MIR155HG" 507.379032168817 0.935519614771628 0.329318490585263 2.84077463463721 0.00450041038015435 0.296204152906387
"176" "ENSG00000102189.16" "EEA1" 116.690100568394 0.688342740830083 0.243078993100636 2.83176564148883 0.00462917639483888 0.302948032475876
"177" "ENSG00000196151.10" "WDSUB1" 34.1662615673147 -0.69794189345782 0.246765015223584 -2.82836646363927 0.0046786215442917 0.30445402795001
"178" "ENSG00000258869.1" "LINC02312" 36.660421245224 -1.08693280258586 0.385574451706187 -2.81899591058518 0.00481741318677405 0.311724522950919
"179" "ENSG00000158714.11" "SLAMF8" 469.479826911798 1.47407129530053 0.5235198788939 2.81569307055726 0.00486721417377923 0.31318755784128
"180" "ENSG00000186470.14" "BTN3A2" 83.6158693822143 0.761195830244648 0.271790616347414 2.80067001750957 0.00509966362272521 0.326321808925272
"181" "ENSG00000030110.13" "BAK1" 203.444680538526 0.683637999398723 0.244448513222289 2.79665435631861 0.00516347397974266 0.326997493968217
"182" "ENSG00000168658.18" "VWA3B" 48.4864776127437 0.900351536430057 0.32196421472633 2.79643356388336 0.00516700329069418 0.326997493968217
"183" "ENSG00000073331.18" "ALPK1" 120.464881891183 0.660064597608868 0.237301905271831 2.78153939325839 0.00541017642914635 0.340515913174359
"184" "ENSG00000135655.16" "USP15" 528.181804386252 0.414848803221892 0.149246055431116 2.77962993409473 0.00544208770602958 0.340662859772004
"185" "ENSG00000204252.14" "HLA-DOA" 138.869994974196 1.45884507819985 0.526048234958753 2.77321542256337 0.00555053636085051 0.345573393536628
"186" "ENSG00000116237.16" "ICMT" 60.4416360331803 -0.94695648612748 0.342262710503267 -2.76675330694093 0.00566175807191122 0.350602846625126
"187" "ENSG00000133816.15" "MICAL2" 97.8171742767807 -0.729242270909567 0.264228713115989 -2.75989033254479 0.00578207678241368 0.356138825560646
"188" "ENSG00000118193.12" "KIF14" 35.3049546466122 0.815658532572152 0.295945419627165 2.75611135864081 0.00584930788953929 0.358295679653916
"189" "ENSG00000154642.11" "C21orf91" 89.2800044265963 0.632998528923321 0.229810440716267 2.75443764413144 0.00587930920772619 0.358295679653916
"190" "ENSG00000174749.6" "FAM241A" 165.476253695302 0.827011490463142 0.300707542764282 2.7502186438716 0.00595555116195471 0.361031780438918
